CustomerID,Recency,Frequency,Monetary,Avg_Purchase_Value,CLV,Recency Score,Frequency Score,Monetary Score,RFM Score,Segment Code,Segment Label
15699,5043,1,309.65,309.65,309.65,4,1,2,7,4,Potential
15845,5043,8,3711.77,463.97,3711.77,4,4,4,12,6,Champions
15965,5043,4,808.87,202.22,808.87,4,3,3,10,6,Champions
15971,5043,12,4194.9,349.58,4194.9,4,4,4,12,6,Champions
15977,5043,2,1054.73,527.36,1054.73,4,2,3,9,5,Loyal
16107,5043,7,3204.16,457.74,3204.16,4,4,4,12,6,Champions
16128,5043,5,1880.22,376.04,1880.22,4,3,4,11,6,Champions
16164,5043,3,822.48,274.16,822.48,4,3,3,10,6,Champions
16261,5043,4,728.54,182.14,728.54,4,3,3,10,6,Champions
16311,5043,2,616.26,308.13,616.26,4,2,2,8,5,Loyal
16330,5043,3,251.91,83.97,251.91,4,3,1,8,5,Loyal
16352,5043,2,494.44,247.22,494.44,4,2,2,8,5,Loyal
16365,5043,9,1540.42,171.16,1540.42,4,4,3,11,6,Champions
16422,5043,51,34684.4,680.09,34684.4,4,4,4,12,6,Champions
16532,5043,3,6748.8,2249.6,6748.8,4,3,4,11,6,Champions
16607,5043,14,3347.71,239.12,3347.71,4,4,4,12,6,Champions
16633,5043,6,2883.1,480.52,2883.1,4,4,4,12,6,Champions
16655,5043,6,3789.52,631.59,3789.52,4,4,4,12,6,Champions
16722,5043,13,4730.81,363.91,4730.81,4,4,4,12,6,Champions
16748,5043,5,1515.9,303.18,1515.9,4,3,3,10,6,Champions
16956,5043,1,308.74,308.74,308.74,4,1,2,7,4,Potential
16985,5043,10,5464.12,546.41,5464.12,4,4,4,12,6,Champions
17073,5043,4,1444.84,361.21,1444.84,4,3,3,10,6,Champions
17075,5043,4,834.12,208.53,834.12,4,3,3,10,6,Champions
17155,5043,2,251.7,125.85,251.7,4,2,1,7,4,Potential
17297,5043,1,128.18,128.18,128.18,4,1,1,6,3,Need Attention
17324,5043,4,986.48,246.62,986.48,4,3,3,10,6,Champions
17338,5043,8,6484.75,810.59,6484.75,4,4,4,12,6,Champions
17360,5043,3,568.24,189.41,568.24,4,3,2,9,5,Loyal
17371,5043,3,418.4,139.47,418.4,4,3,2,9,5,Loyal
17453,5043,2,486.72,243.36,486.72,4,2,2,8,5,Loyal
17500,5043,3,1138,379.33,1138,4,3,3,10,6,Champions
17519,5043,6,1844.02,307.34,1844.02,4,4,4,12,6,Champions
17600,5043,1,161.67,161.67,161.67,4,1,1,6,3,Need Attention
17659,5043,12,2999.46,249.96,2999.46,4,4,4,12,6,Champions
17759,5043,3,818.71,272.9,818.71,4,3,3,10,6,Champions
18139,5043,6,8438.34,1406.39,8438.34,4,4,4,12,6,Champions
18249,5043,1,95.34,95.34,95.34,4,1,1,6,3,Need Attention
12349,5044,1,1457.55,1457.55,1457.55,3,1,3,7,4,Potential
12462,5044,2,937.59,468.8,937.59,3,2,3,8,5,Loyal
12504,5044,2,428.05,214.02,428.05,3,2,2,7,4,Potential
12658,5044,1,632.05,632.05,632.05,3,1,2,6,3,Need Attention
12795,5044,1,318.48,318.48,318.48,3,1,2,6,3,Need Attention
12904,5044,2,496.06,248.03,496.06,3,2,2,7,4,Potential
12984,5044,1,97.5,97.5,97.5,3,1,1,5,2,At Risk
13167,5044,4,779.33,194.83,779.33,3,3,3,9,5,Loyal
13189,5044,2,260.68,130.34,260.68,3,2,1,6,3,Need Attention
13246,5044,6,1961.52,326.92,1961.52,3,4,4,11,6,Champions
13282,5044,3,1132.14,377.38,1132.14,3,3,3,9,5,Loyal
13430,5044,2,679.45,339.72,679.45,3,2,3,8,5,Loyal
13673,5044,2,387.44,193.72,387.44,3,2,2,7,4,Potential
13739,5044,1,216.9,216.9,216.9,3,1,1,5,2,At Risk
13823,5044,2,957.66,478.83,957.66,3,2,3,8,5,Loyal
13862,5044,8,2209.36,276.17,2209.36,3,4,4,11,6,Champions
13971,5044,8,2758.26,344.78,2758.26,3,4,4,11,6,Champions
14030,5044,8,2358.84,294.85,2358.84,3,4,4,11,6,Champions
14198,5044,4,701.4,175.35,701.4,3,3,3,9,5,Loyal
14300,5044,1,43.2,43.2,43.2,3,1,1,5,2,At Risk
14447,5044,5,1163.23,232.65,1163.23,3,3,3,9,5,Loyal
14449,5044,4,885.8,221.45,885.8,3,3,3,9,5,Loyal
14482,5044,6,2022.81,337.14,2022.81,3,4,4,11,6,Champions
14551,5044,2,186.23,93.12,186.23,3,2,1,6,3,Need Attention
14587,5044,9,1580.29,175.59,1580.29,3,4,3,10,6,Champions
14883,5044,6,761.59,126.93,761.59,3,4,3,10,6,Champions
15093,5044,6,4597.02,766.17,4597.02,3,4,4,11,6,Champions
15105,5044,7,2298.93,328.42,2298.93,3,4,4,11,6,Champions
15115,5044,1,340.11,340.11,340.11,3,1,2,6,3,Need Attention
15132,5044,5,977.93,195.59,977.93,3,3,3,9,5,Loyal
15163,5044,2,304.47,152.24,304.47,3,2,2,7,4,Potential
15179,5044,5,2206.95,441.39,2206.95,3,3,4,10,6,Champions
15527,5044,8,2428.53,303.57,2428.53,3,4,4,11,6,Champions
15567,5044,1,186.01,186.01,186.01,3,1,1,5,2,At Risk
15645,5044,1,611.59,611.59,611.59,3,1,2,6,3,Need Attention
15671,5044,7,2657.13,379.59,2657.13,3,4,4,11,6,Champions
15676,5044,3,3435.76,1145.25,3435.76,3,3,4,10,6,Champions
15738,5044,16,4812.42,300.78,4812.42,3,4,4,11,6,Champions
15857,5044,1,297,297,297,3,1,1,5,2,At Risk
16139,5044,3,635.41,211.8,635.41,3,3,2,8,5,Loyal
16366,5044,1,327.3,327.3,327.3,3,1,2,6,3,Need Attention
16369,5044,3,1543.33,514.44,1543.33,3,3,3,9,5,Loyal
16406,5044,1,154.35,154.35,154.35,3,1,1,5,2,At Risk
16713,5044,15,6910.78,460.72,6910.78,3,4,4,11,6,Champions
17010,5044,1,195.36,195.36,195.36,3,1,1,5,2,At Risk
17100,5044,2,971.74,485.87,971.74,3,2,3,8,5,Loyal
17227,5044,6,939.32,156.55,939.32,3,4,3,10,6,Champions
17253,5044,1,178.26,178.26,178.26,3,1,1,5,2,At Risk
17432,5044,2,365.76,182.88,365.76,3,2,2,7,4,Potential
17625,5044,4,2020.4,505.1,2020.4,3,3,4,10,6,Champions
17664,5044,2,604.64,302.32,604.64,3,2,2,7,4,Potential
18080,5044,2,1231.5,615.75,1231.5,3,2,3,8,5,Loyal
12395,5045,12,2682.63,223.55,2682.63,3,4,4,11,6,Champions
12523,5045,11,1699.77,154.52,1699.77,3,4,4,11,6,Champions
12540,5045,17,11580.24,681.19,11580.24,3,4,4,11,6,Champions
12597,5045,4,3195.22,798.8,3195.22,3,3,4,10,6,Champions
12702,5045,1,201,201,201,3,1,1,5,2,At Risk
12778,5045,6,693.23,115.54,693.23,3,4,3,10,6,Champions
13118,5045,5,1197.81,239.56,1197.81,3,3,3,9,5,Loyal
13142,5045,1,307.09,307.09,307.09,3,1,2,6,3,Need Attention
13200,5045,4,870.09,217.52,870.09,3,3,3,9,5,Loyal
13212,5045,3,786.83,262.28,786.83,3,3,3,9,5,Loyal
13427,5045,3,582.6,194.2,582.6,3,3,2,8,5,Loyal
13565,5045,2,240.22,120.11,240.22,3,2,1,6,3,Need Attention
13832,5045,1,52.2,52.2,52.2,3,1,1,5,2,At Risk
13988,5045,6,4147.96,691.33,4147.96,3,4,4,11,6,Champions
14052,5045,1,225.36,225.36,225.36,3,1,1,5,2,At Risk
14116,5045,5,1382.74,276.55,1382.74,3,3,3,9,5,Loyal
14157,5045,2,424.89,212.45,424.89,3,2,2,7,4,Potential
14159,5045,11,4627.98,420.73,4627.98,3,4,4,11,6,Champions
14359,5045,3,912.18,304.06,912.18,3,3,3,9,5,Loyal
14477,5045,4,1309.6,327.4,1309.6,3,3,3,9,5,Loyal
14502,5045,11,2426.79,220.62,2426.79,3,4,4,11,6,Champions
14525,5045,9,4215.9,468.43,4215.9,3,4,4,11,6,Champions
14553,5045,5,859.27,171.85,859.27,3,3,3,9,5,Loyal
14595,5045,6,1740.6,290.1,1740.6,3,4,4,11,6,Champions
14664,5045,2,636.24,318.12,636.24,3,2,2,7,4,Potential
14704,5045,7,1461.62,208.8,1461.62,3,4,3,10,6,Champions
14860,5045,1,170.32,170.32,170.32,3,1,1,5,2,At Risk
14881,5045,1,255.4,255.4,255.4,3,1,1,5,2,At Risk
14950,5045,1,371.2,371.2,371.2,3,1,2,6,3,Need Attention
14984,5045,2,202.37,101.18,202.37,3,2,1,6,3,Need Attention
15044,5045,17,7634.73,449.1,7634.73,3,4,4,11,6,Champions
15426,5045,5,1404.07,280.81,1404.07,3,3,3,9,5,Loyal
15465,5045,18,7354.62,408.59,7354.62,3,4,4,11,6,Champions
15533,5045,3,807.57,269.19,807.57,3,3,3,9,5,Loyal
15745,5045,4,1094.59,273.65,1094.59,3,3,3,9,5,Loyal
15850,5045,2,234.88,117.44,234.88,3,2,1,6,3,Need Attention
15906,5045,7,1567.69,223.96,1567.69,3,4,3,10,6,Champions
15919,5045,2,525.69,262.84,525.69,3,2,2,7,4,Potential
15963,5045,2,470.76,235.38,470.76,3,2,2,7,4,Potential
15988,5045,1,156.78,156.78,156.78,3,1,1,5,2,At Risk
16212,5045,2,690.34,345.17,690.34,3,2,3,8,5,Loyal
16399,5045,2,406.22,203.11,406.22,3,2,2,7,4,Potential
16411,5045,2,211.7,105.85,211.7,3,2,1,6,3,Need Attention
16464,5045,3,1298.66,432.89,1298.66,3,3,3,9,5,Loyal
16506,5045,2,90.3,45.15,90.3,3,2,1,6,3,Need Attention
16533,5045,3,1082.81,360.94,1082.81,3,3,3,9,5,Loyal
16666,5045,1,118.98,118.98,118.98,3,1,1,5,2,At Risk
16710,5045,10,2467.99,246.8,2467.99,3,4,4,11,6,Champions
16762,5045,3,1207.24,402.41,1207.24,3,3,3,9,5,Loyal
16784,5045,1,107.6,107.6,107.6,3,1,1,5,2,At Risk
17384,5045,2,336.4,168.2,336.4,3,2,2,7,4,Potential
17387,5045,2,746.81,373.4,746.81,3,2,3,8,5,Loyal
17425,5045,2,759.17,379.58,759.17,3,2,3,8,5,Loyal
17555,5045,2,480.31,240.16,480.31,3,2,2,7,4,Potential
17561,5045,1,165.12,165.12,165.12,3,1,1,5,2,At Risk
17636,5045,1,285.56,285.56,285.56,3,1,1,5,2,At Risk
17738,5045,4,1879.05,469.76,1879.05,3,3,4,10,6,Champions
17758,5045,8,3408.2,426.02,3408.2,3,4,4,11,6,Champions
18040,5045,2,357.2,178.6,357.2,3,2,2,7,4,Potential
18110,5045,1,198.8,198.8,198.8,3,1,1,5,2,At Risk
18127,5045,3,347.08,115.69,347.08,3,3,2,8,5,Loyal
12380,5047,4,2427.81,606.95,2427.81,3,3,4,10,6,Champions
12391,5047,1,439.66,439.66,439.66,3,1,2,6,3,Need Attention
12427,5047,3,699.8,233.27,699.8,3,3,3,9,5,Loyal
12444,5047,5,4085.46,817.09,4085.46,3,3,4,10,6,Champions
12498,5047,3,349.7,116.57,349.7,3,3,2,8,5,Loyal
12578,5047,2,2402.51,1201.26,2402.51,3,2,4,9,5,Loyal
12603,5047,1,613.2,613.2,613.2,3,1,2,6,3,Need Attention
12618,5047,1,137.31,137.31,137.31,3,1,1,5,2,At Risk
12931,5047,15,42055.96,2803.73,42055.96,3,4,4,11,6,Champions
13094,5047,12,1927.32,160.61,1927.32,3,4,4,11,6,Champions
13117,5047,8,984.91,123.11,984.91,3,4,3,10,6,Champions
13171,5047,3,468.41,156.14,468.41,3,3,2,8,5,Loyal
13516,5047,3,1389.41,463.14,1389.41,3,3,3,9,5,Loyal
13880,5047,13,3219.77,247.67,3219.77,3,4,4,11,6,Champions
13941,5047,5,5112.96,1022.59,5112.96,3,3,4,10,6,Champions
13960,5047,2,230.22,115.11,230.22,3,2,1,6,3,Need Attention
13962,5047,2,169.55,84.78,169.55,3,2,1,6,3,Need Attention
14285,5047,4,1910.01,477.5,1910.01,3,3,4,10,6,Champions
14342,5047,4,668.56,167.14,668.56,3,3,3,9,5,Loyal
14434,5047,6,1372.8,228.8,1372.8,3,4,3,10,6,Champions
14593,5047,3,617.15,205.72,617.15,3,3,2,8,5,Loyal
14641,5047,1,110.46,110.46,110.46,3,1,1,5,2,At Risk
14793,5047,1,228.99,228.99,228.99,3,1,1,5,2,At Risk
14820,5047,4,507.29,126.82,507.29,3,3,2,8,5,Loyal
14849,5047,25,7930.54,317.22,7930.54,3,4,4,11,6,Champions
14903,5047,5,2795.33,559.07,2795.33,3,3,4,10,6,Champions
15088,5047,2,1160.07,580.03,1160.07,3,2,3,8,5,Loyal
15368,5047,1,446.94,446.94,446.94,3,1,2,6,3,Need Attention
15494,5047,2,1280.58,640.29,1280.58,3,2,3,8,5,Loyal
15530,5047,4,1497.31,374.33,1497.31,3,3,3,9,5,Loyal
15933,5047,3,1107.46,369.15,1107.46,3,3,3,9,5,Loyal
16134,5047,2,618.09,309.05,618.09,3,2,2,7,4,Potential
16279,5047,3,1502.78,500.93,1502.78,3,3,3,9,5,Loyal
16293,5047,10,2248.99,224.9,2248.99,3,4,4,11,6,Champions
16350,5047,4,1116.47,279.12,1116.47,3,3,3,9,5,Loyal
16414,5047,2,126.25,63.12,126.25,3,2,1,6,3,Need Attention
16463,5047,4,1422.4,355.6,1422.4,3,3,3,9,5,Loyal
16511,5047,3,916.33,305.44,916.33,3,3,3,9,5,Loyal
16924,5047,3,829.89,276.63,829.89,3,3,3,9,5,Loyal
16945,5047,19,4345.5,228.71,4345.5,3,4,4,11,6,Champions
17063,5047,7,1461.14,208.73,1461.14,3,4,3,10,6,Champions
17159,5047,3,1538.88,512.96,1538.88,3,3,3,9,5,Loyal
17163,5047,2,293.1,146.55,293.1,3,2,1,6,3,Need Attention
17286,5047,1,151.37,151.37,151.37,3,1,1,5,2,At Risk
17301,5047,1,163.24,163.24,163.24,3,1,1,5,2,At Risk
17621,5047,3,1379.9,459.97,1379.9,3,3,3,9,5,Loyal
17650,5047,1,166.08,166.08,166.08,3,1,1,5,2,At Risk
17760,5047,2,287.59,143.79,287.59,3,2,1,6,3,Need Attention
17779,5047,3,650.32,216.77,650.32,3,3,2,8,5,Loyal
17888,5047,8,716,89.5,716,3,4,3,10,6,Champions
17904,5047,1,181.07,181.07,181.07,3,1,1,5,2,At Risk
17961,5047,39,1296.44,33.24,1296.44,3,4,3,10,6,Champions
18034,5047,2,418.68,209.34,418.68,3,2,2,7,4,Potential
18061,5047,10,2119.41,211.94,2119.41,3,4,4,11,6,Champions
12356,5048,3,2487.43,829.14,2487.43,3,3,4,10,6,Champions
12406,5048,2,3415.3,1707.65,3415.3,3,2,4,9,5,Loyal
12445,5048,1,77.4,77.4,77.4,3,1,1,5,2,At Risk
12449,5048,4,3596.29,899.07,3596.29,3,3,4,10,6,Champions
12477,5048,6,13219.74,2203.29,13219.74,3,4,4,11,6,Champions
12481,5048,10,5003.82,500.38,5003.82,3,4,4,11,6,Champions
12539,5048,4,5568.35,1392.09,5568.35,3,3,4,10,6,Champions
12567,5048,10,8609.28,860.93,8609.28,3,4,4,11,6,Champions
12610,5048,4,1747.54,436.89,1747.54,3,3,4,10,6,Champions
12647,5048,12,3146.82,262.24,3146.82,3,4,4,11,6,Champions
12753,5048,6,21429.39,3571.56,21429.39,3,4,4,11,6,Champions
12847,5048,1,843.64,843.64,843.64,3,1,3,7,4,Potential
12997,5048,4,1226.89,306.72,1226.89,3,3,3,9,5,Loyal
13028,5048,2,661.32,330.66,661.32,3,2,2,7,4,Potential
13138,5048,6,962.39,160.4,962.39,3,4,3,10,6,Champions
13160,5048,1,91.8,91.8,91.8,3,1,1,5,2,At Risk
13308,5048,3,1385.51,461.84,1385.51,3,3,3,9,5,Loyal
13313,5048,5,1555.32,311.06,1555.32,3,3,3,9,5,Loyal
13815,5048,4,3667.36,916.84,3667.36,3,3,4,10,6,Champions
13828,5048,1,209.49,209.49,209.49,3,1,1,5,2,At Risk
13871,5048,13,6403.25,492.56,6403.25,3,4,4,11,6,Champions
14034,5048,3,648.89,216.3,648.89,3,3,2,8,5,Loyal
14112,5048,7,2915.15,416.45,2915.15,3,4,4,11,6,Champions
14234,5048,4,754.12,188.53,754.12,3,3,3,9,5,Loyal
14332,5048,3,840.21,280.07,840.21,3,3,3,9,5,Loyal
14362,5048,1,151.5,151.5,151.5,3,1,1,5,2,At Risk
14416,5048,2,490.22,245.11,490.22,3,2,2,7,4,Potential
14508,5048,2,268.05,134.02,268.05,3,2,1,6,3,Need Attention
15081,5048,5,504.8,100.96,504.8,3,3,2,8,5,Loyal
15124,5048,2,184.19,92.1,184.19,3,2,1,6,3,Need Attention
15267,5048,5,1717.36,343.47,1717.36,3,3,4,10,6,Champions
15287,5048,2,486.69,243.34,486.69,3,2,2,7,4,Potential
15435,5048,1,149.29,149.29,149.29,3,1,1,5,2,At Risk
15489,5048,3,1134.28,378.09,1134.28,3,3,3,9,5,Loyal
15506,5048,3,972.08,324.03,972.08,3,3,3,9,5,Loyal
15529,5048,11,3960.05,360,3960.05,3,4,4,11,6,Champions
15563,5048,3,1361.44,453.81,1361.44,3,3,3,9,5,Loyal
15657,5048,1,30,30,30,3,1,1,5,2,At Risk
15811,5048,6,2218.62,369.77,2218.62,3,4,4,11,6,Champions
15864,5048,6,1936.32,322.72,1936.32,3,4,4,11,6,Champions
15983,5048,4,1465.12,366.28,1465.12,3,3,3,9,5,Loyal
16009,5048,4,972.11,243.03,972.11,3,3,3,9,5,Loyal
16042,5048,5,1177.47,235.49,1177.47,3,3,3,9,5,Loyal
16070,5048,2,852.15,426.07,852.15,3,2,3,8,5,Loyal
16186,5048,12,4006.94,333.91,4006.94,3,4,4,11,6,Champions
16298,5048,3,598.2,199.4,598.2,3,3,2,8,5,Loyal
16531,5048,7,1244.59,177.8,1244.59,3,4,3,10,6,Champions
16638,5048,10,1680.72,168.07,1680.72,3,4,4,11,6,Champions
16656,5048,15,8625.8,575.05,8625.8,3,4,4,11,6,Champions
16869,5048,4,817.12,204.28,817.12,3,3,3,9,5,Loyal
16871,5048,6,2812.34,468.72,2812.34,3,4,4,11,6,Champions
17080,5048,2,287.62,143.81,287.62,3,2,1,6,3,Need Attention
17095,5048,3,1324.16,441.39,1324.16,3,3,3,9,5,Loyal
17147,5048,4,1714.59,428.65,1714.59,3,3,4,10,6,Champions
17330,5048,2,363.9,181.95,363.9,3,2,2,7,4,Potential
17397,5048,2,681.41,340.7,681.41,3,2,3,8,5,Loyal
17461,5048,3,735.82,245.27,735.82,3,3,3,9,5,Loyal
17613,5048,14,4544.55,324.61,4544.55,3,4,4,11,6,Champions
17716,5048,11,5655.99,514.18,5655.99,3,4,4,11,6,Champions
17797,5048,3,780.43,260.14,780.43,3,3,3,9,5,Loyal
17799,5048,10,3039.17,303.92,3039.17,3,4,4,11,6,Champions
17828,5048,4,1165.09,291.27,1165.09,3,3,3,9,5,Loyal
17985,5048,1,631.35,631.35,631.35,3,1,2,6,3,Need Attention
18221,5048,5,1041.61,208.32,1041.61,3,3,3,9,5,Loyal
12500,5049,11,4059.82,369.07,4059.82,3,4,4,11,6,Champions
12626,5049,9,5954.48,661.61,5954.48,3,4,4,11,6,Champions
12640,5049,3,994.58,331.53,994.58,3,3,3,9,5,Loyal
12731,5049,12,18751.91,1562.66,18751.91,3,4,4,11,6,Champions
12910,5049,8,3075.04,384.38,3075.04,3,4,4,11,6,Champions
12991,5049,2,503.76,251.88,503.76,3,2,2,7,4,Potential
12993,5049,4,414.76,103.69,414.76,3,3,2,8,5,Loyal
13131,5049,3,1073.3,357.77,1073.3,3,3,3,9,5,Loyal
13285,5049,4,2709.12,677.28,2709.12,3,3,4,10,6,Champions
13447,5049,3,1129.14,376.38,1129.14,3,3,3,9,5,Loyal
13449,5049,1,291.88,291.88,291.88,3,1,1,5,2,At Risk
13500,5049,3,1166.77,388.92,1166.77,3,3,3,9,5,Loyal
13575,5049,5,732.07,146.41,732.07,3,3,3,9,5,Loyal
13629,5049,11,7792.36,708.4,7792.36,3,4,4,11,6,Champions
13816,5049,2,499.67,249.83,499.67,3,2,2,7,4,Potential
13894,5049,3,564.62,188.21,564.62,3,3,2,8,5,Loyal
13926,5049,1,223.85,223.85,223.85,3,1,1,5,2,At Risk
13939,5049,3,568.55,189.52,568.55,3,3,2,8,5,Loyal
14057,5049,17,6211.66,365.39,6211.66,3,4,4,11,6,Champions
14286,5049,3,4628.75,1542.92,4628.75,3,3,4,10,6,Champions
14426,5049,10,4481.67,448.17,4481.67,3,4,4,11,6,Champions
14507,5049,6,1367.88,227.98,1367.88,3,4,3,10,6,Champions
14626,5049,4,2791.27,697.82,2791.27,3,3,4,10,6,Champions
14851,5049,2,511.35,255.67,511.35,3,2,2,7,4,Potential
14898,5049,6,1269.31,211.55,1269.31,3,4,3,10,6,Champions
14948,5049,6,1101.97,183.66,1101.97,3,4,3,10,6,Champions
15051,5049,3,1383.36,461.12,1383.36,3,3,3,9,5,Loyal
15110,5049,4,996.1,249.03,996.1,3,3,3,9,5,Loyal
15269,5049,1,408.8,408.8,408.8,3,1,2,6,3,Need Attention
15432,5049,1,171.19,171.19,171.19,3,1,1,5,2,At Risk
15584,5049,4,720.86,180.22,720.86,3,3,3,9,5,Loyal
15805,5049,17,5488.18,322.83,5488.18,3,4,4,11,6,Champions
15900,5049,1,337.28,337.28,337.28,3,1,2,6,3,Need Attention
15967,5049,2,397.68,198.84,397.68,3,2,2,7,4,Potential
16008,5049,3,478.78,159.59,478.78,3,3,2,8,5,Loyal
16085,5049,5,981.51,196.3,981.51,3,3,3,9,5,Loyal
16204,5049,1,384.18,384.18,384.18,3,1,2,6,3,Need Attention
16245,5049,3,1413.66,471.22,1413.66,3,3,3,9,5,Loyal
16469,5049,4,625.42,156.35,625.42,3,3,2,8,5,Loyal
16669,5049,2,1344.48,672.24,1344.48,3,2,3,8,5,Loyal
16717,5049,6,3843.08,640.51,3843.08,3,4,4,11,6,Champions
16804,5049,3,536.99,179,536.99,3,3,2,8,5,Loyal
16809,5049,5,914.69,182.94,914.69,3,3,3,9,5,Loyal
16855,5049,2,328.4,164.2,328.4,3,2,2,7,4,Potential
16916,5049,2,562.41,281.2,562.41,3,2,2,7,4,Potential
16999,5049,2,484.82,242.41,484.82,3,2,2,7,4,Potential
17198,5049,3,692.22,230.74,692.22,3,3,3,9,5,Loyal
17368,5049,8,1878.87,234.86,1878.87,3,4,4,11,6,Champions
17377,5049,20,4058.32,202.92,4058.32,3,4,4,11,6,Champions
17549,5049,2,148.86,74.43,148.86,3,2,1,6,3,Need Attention
17596,5049,7,2806.69,400.96,2806.69,3,4,4,11,6,Champions
17680,5049,1,184.4,184.4,184.4,3,1,1,5,2,At Risk
17896,5049,1,256.32,256.32,256.32,3,1,1,5,2,At Risk
18006,5049,1,444.68,444.68,444.68,3,1,2,6,3,Need Attention
18059,5049,3,306.46,102.15,306.46,3,3,2,8,5,Loyal
18075,5049,10,2611.75,261.18,2611.75,3,4,4,11,6,Champions
18167,5049,3,1384.86,461.62,1384.86,3,3,3,9,5,Loyal
18246,5049,2,596.1,298.05,596.1,3,2,2,7,4,Potential
12415,5050,20,124564.53,6228.23,124564.53,3,4,4,11,6,Champions
12676,5050,6,1091.39,181.9,1091.39,3,4,3,10,6,Champions
12883,5050,4,703.47,175.87,703.47,3,3,3,9,5,Loyal
12890,5050,1,376.72,376.72,376.72,3,1,2,6,3,Need Attention
12933,5050,3,607.53,202.51,607.53,3,3,2,8,5,Loyal
13058,5050,3,271.4,90.47,271.4,3,3,1,7,4,Potential
13066,5050,2,470.8,235.4,470.8,3,2,2,7,4,Potential
13236,5050,2,744.85,372.43,744.85,3,2,3,8,5,Loyal
13410,5050,5,1003.06,200.61,1003.06,3,3,3,9,5,Loyal
13455,5050,2,1058.34,529.17,1058.34,3,2,3,8,5,Loyal
13614,5050,4,1585.46,396.37,1585.46,3,3,3,9,5,Loyal
13632,5050,5,2118.93,423.79,2118.93,3,3,4,10,6,Champions
13692,5050,3,1488.32,496.11,1488.32,3,3,3,9,5,Loyal
13735,5050,4,2883.54,720.88,2883.54,3,3,4,10,6,Champions
13846,5050,3,865.06,288.35,865.06,3,3,3,9,5,Loyal
14522,5050,4,974.54,243.64,974.54,3,3,3,9,5,Loyal
14533,5050,7,1949.72,278.53,1949.72,3,4,4,11,6,Champions
14544,5050,2,2004.3,1002.15,2004.3,3,2,4,9,5,Loyal
14640,5050,6,2107.38,351.23,2107.38,3,4,4,11,6,Champions
14666,5050,1,179.95,179.95,179.95,3,1,1,5,2,At Risk
14714,5050,1,160.19,160.19,160.19,3,1,1,5,2,At Risk
14715,5050,4,867.38,216.84,867.38,3,3,3,9,5,Loyal
14725,5050,1,655.58,655.58,655.58,3,1,2,6,3,Need Attention
14853,5050,2,475.8,237.9,475.8,3,2,2,7,4,Potential
15419,5050,1,135.86,135.86,135.86,3,1,1,5,2,At Risk
15524,5050,1,440,440,440,3,1,2,6,3,Need Attention
15556,5050,1,279.77,279.77,279.77,3,1,1,5,2,At Risk
15582,5050,3,682.91,227.64,682.91,3,3,3,9,5,Loyal
15679,5050,4,781.28,195.32,781.28,3,3,3,9,5,Loyal
15720,5050,1,598.73,598.73,598.73,3,1,2,6,3,Need Attention
15758,5050,1,205.25,205.25,205.25,3,1,1,5,2,At Risk
15955,5050,14,4416.26,315.45,4416.26,3,4,4,11,6,Champions
15981,5050,8,3408.48,426.06,3408.48,3,4,4,11,6,Champions
16240,5050,2,3718.8,1859.4,3718.8,3,2,4,9,5,Loyal
16341,5050,4,1971.87,492.97,1971.87,3,3,4,10,6,Champions
16423,5050,1,346.12,346.12,346.12,3,1,2,6,3,Need Attention
16557,5050,2,281.85,140.92,281.85,3,2,1,6,3,Need Attention
17153,5050,1,213.78,213.78,213.78,3,1,1,5,2,At Risk
17220,5050,14,3187.55,227.68,3187.55,3,4,4,11,6,Champions
17314,5050,8,2527.92,315.99,2527.92,3,4,4,11,6,Champions
17357,5050,2,384.39,192.19,384.39,3,2,2,7,4,Potential
17510,5050,1,308.48,308.48,308.48,3,1,2,6,3,Need Attention
17540,5050,2,578.9,289.45,578.9,3,2,2,7,4,Potential
17564,5050,3,454.01,151.34,454.01,3,3,2,8,5,Loyal
17777,5050,3,647.56,215.85,647.56,3,3,2,8,5,Loyal
17974,5050,3,703.99,234.66,703.99,3,3,3,9,5,Loyal
18043,5050,3,529.29,176.43,529.29,3,3,2,8,5,Loyal
18123,5050,2,574.44,287.22,574.44,3,2,2,7,4,Potential
18181,5050,1,366.85,366.85,366.85,3,1,2,6,3,Need Attention
18259,5050,3,2338.6,779.53,2338.6,3,3,4,10,6,Champions
12374,5051,1,622.93,622.93,622.93,3,1,2,6,3,Need Attention
12428,5051,8,6405.26,800.66,6405.26,3,4,4,11,6,Champions
12642,5051,3,905.26,301.75,905.26,3,3,3,9,5,Loyal
12689,5051,2,1139.61,569.8,1139.61,3,2,3,8,5,Loyal
12938,5051,1,114.14,114.14,114.14,3,1,1,5,2,At Risk
13549,5051,7,918.2,131.17,918.2,3,4,3,10,6,Champions
13577,5051,4,1687.6,421.9,1687.6,3,3,4,10,6,Champions
13835,5051,4,834.57,208.64,834.57,3,3,3,9,5,Loyal
14494,5051,1,139.56,139.56,139.56,3,1,1,5,2,At Risk
14530,5051,6,2862.11,477.02,2862.11,3,4,4,11,6,Champions
14680,5051,16,28754.11,1797.13,28754.11,3,4,4,11,6,Champions
14684,5051,5,1201.51,240.3,1201.51,3,3,3,9,5,Loyal
14862,5051,2,841.2,420.6,841.2,3,2,3,8,5,Loyal
14902,5051,1,332.66,332.66,332.66,3,1,2,6,3,Need Attention
14953,5051,1,285.67,285.67,285.67,3,1,1,5,2,At Risk
